"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2020,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït","7240.4"
2020,1,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït","5562.3"
2020,1,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït","N/A"
2020,1,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït","3098.1"
2020,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït","6313.6"
2020,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït","N/A"
2020,1,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït","N/A"
2020,1,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït","3983.6"
2020,1,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït","N/A"
2020,1,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït","5292.4"
2020,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït","4428.4"
2020,1,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït","12154.2"
2020,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït","N/A"
2020,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït","N/A"
2020,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït","N/A"
2020,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Euros/m2 construït","4851.4"
2020,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Euros/m2 construït","5128.4"
2020,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Euros/m2 construït","5010.3"
2020,1,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Euros/m2 construït","3461.7"
2020,1,6,"Gràcia",29,"el Coll","Nou. Euros/m2 construït","N/A"
2020,1,6,"Gràcia",30,"la Salut","Nou. Euros/m2 construït","N/A"
2020,1,6,"Gràcia",31,"la Vila de Gràcia","Nou. Euros/m2 construït","4480.5"
2020,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",34,"Can Baró","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",35,"el Guinardó","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",37,"el Carmel","Nou. Euros/m2 construït","2664.2"
2020,1,7,"Horta-Guinardó",38,"la Teixonera","Nou. Euros/m2 construït","2882.6"
2020,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",40,"Montbau","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Euros/m2 construït","3666.4"
2020,1,7,"Horta-Guinardó",42,"la Clota","Nou. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",43,"Horta","Nou. Euros/m2 construït","4141.6"
2020,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",45,"Porta","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",46,"el Turó de la Peira","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",47,"Can Peguera","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",48,"la Guineueta","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",49,"Canyelles","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",50,"les Roquetes","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",51,"Verdun","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",52,"la Prosperitat","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",53,"la Trinitat Nova","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",54,"Torre Baró","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",56,"Vallbona","Nou. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",58,"Baró de Viver","Nou. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",59,"el Bon Pastor","Nou. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",60,"Sant Andreu","Nou. Euros/m2 construït","3804.1"
2020,1,9,"Sant Andreu",61,"la Sagrera","Nou. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",63,"Navas","Nou. Euros/m2 construït","6216.4"
2020,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Euros/m2 construït","5564.5"
2020,1,10,"Sant Martí",65,"el Clot","Nou. Euros/m2 construït","4751.4"
2020,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Euros/m2 construït","N/A"
2020,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Euros/m2 construït","N/A"
2020,1,10,"Sant Martí",68,"el Poblenou","Nou. Euros/m2 construït","6349.2"
2020,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Euros/m2 construït","N/A"
2020,1,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Euros/m2 construït","N/A"
2020,1,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Euros/m2 construït","N/A"
2020,1,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Euros/m2 construït","N/A"
2020,1,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Euros/m2 construït","3039.1"
2020,1,1,"Ciutat Vella",1,"el Raval","Usat. Euros/m2 construït","3777.5"
2020,1,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Euros/m2 construït","3574.4"
2020,1,1,"Ciutat Vella",3,"la Barceloneta","Usat. Euros/m2 construït","5094.8"
2020,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Euros/m2 construït","4180.8"
2020,1,2,"Eixample",5,"el Fort Pienc","Usat. Euros/m2 construït","4800.1"
2020,1,2,"Eixample",6,"la Sagrada Família","Usat. Euros/m2 construït","4563.1"
2020,1,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Euros/m2 construït","4942.1"
2020,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Euros/m2 construït","4744.1"
2020,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Euros/m2 construït","5228.6"
2020,1,2,"Eixample",10,"Sant Antoni","Usat. Euros/m2 construït","4056.6"
2020,1,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Euros/m2 construït","4433.4"
2020,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Euros/m2 construït","2085.3"
2020,1,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Euros/m2 construït","2807.7"
2020,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Euros/m2 construït","3907.8"
2020,1,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Euros/m2 construït","4119.1"
2020,1,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Euros/m2 construït","3287.8"
2020,1,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Euros/m2 construït","3588.4"
2020,1,3,"Sants-Montjuïc",18,"Sants","Usat. Euros/m2 construït","4376.0"
2020,1,4,"Les Corts",19,"les Corts","Usat. Euros/m2 construït","4778.2"
2020,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Euros/m2 construït","4574.8"
2020,1,4,"Les Corts",21,"Pedralbes","Usat. Euros/m2 construït","5819.3"
2020,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Euros/m2 construït","1972.3"
2020,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Euros/m2 construït","6019.8"
2020,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Euros/m2 construït","5797.0"
2020,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Euros/m2 construït","4794.3"
2020,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Euros/m2 construït","5183.1"
2020,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Euros/m2 construït","5032.9"
2020,1,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Euros/m2 construït","3896.8"
2020,1,6,"Gràcia",29,"el Coll","Usat. Euros/m2 construït","3564.5"
2020,1,6,"Gràcia",30,"la Salut","Usat. Euros/m2 construït","4481.5"
2020,1,6,"Gràcia",31,"la Vila de Gràcia","Usat. Euros/m2 construït","4832.7"
2020,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Euros/m2 construït","4238.3"
2020,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Euros/m2 construït","3722.4"
2020,1,7,"Horta-Guinardó",34,"Can Baró","Usat. Euros/m2 construït","3304.5"
2020,1,7,"Horta-Guinardó",35,"el Guinardó","Usat. Euros/m2 construït","3547.9"
2020,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Euros/m2 construït","3392.6"
2020,1,7,"Horta-Guinardó",37,"el Carmel","Usat. Euros/m2 construït","2515.8"
2020,1,7,"Horta-Guinardó",38,"la Teixonera","Usat. Euros/m2 construït","2499.7"
2020,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Euros/m2 construït","2125.8"
2020,1,7,"Horta-Guinardó",40,"Montbau","Usat. Euros/m2 construït","2877.2"
2020,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Euros/m2 construït","2813.7"
2020,1,7,"Horta-Guinardó",42,"la Clota","Usat. Euros/m2 construït","N/A"
2020,1,7,"Horta-Guinardó",43,"Horta","Usat. Euros/m2 construït","3318.1"
2020,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Euros/m2 construït","3094.7"
2020,1,8,"Nou Barris",45,"Porta","Usat. Euros/m2 construït","2713.2"
2020,1,8,"Nou Barris",46,"el Turó de la Peira","Usat. Euros/m2 construït","2375.0"
2020,1,8,"Nou Barris",47,"Can Peguera","Usat. Euros/m2 construït","1932.6"
2020,1,8,"Nou Barris",48,"la Guineueta","Usat. Euros/m2 construït","2620.0"
2020,1,8,"Nou Barris",49,"Canyelles","Usat. Euros/m2 construït","2222.2"
2020,1,8,"Nou Barris",50,"les Roquetes","Usat. Euros/m2 construït","2614.9"
2020,1,8,"Nou Barris",51,"Verdun","Usat. Euros/m2 construït","2482.3"
2020,1,8,"Nou Barris",52,"la Prosperitat","Usat. Euros/m2 construït","2390.6"
2020,1,8,"Nou Barris",53,"la Trinitat Nova","Usat. Euros/m2 construït","1715.7"
2020,1,8,"Nou Barris",54,"Torre Baró","Usat. Euros/m2 construït","N/A"
2020,1,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Euros/m2 construït","1808.6"
2020,1,8,"Nou Barris",56,"Vallbona","Usat. Euros/m2 construït","N/A"
2020,1,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Euros/m2 construït","2318.7"
2020,1,9,"Sant Andreu",58,"Baró de Viver","Usat. Euros/m2 construït","3406.3"
2020,1,9,"Sant Andreu",59,"el Bon Pastor","Usat. Euros/m2 construït","2122.7"
2020,1,9,"Sant Andreu",60,"Sant Andreu","Usat. Euros/m2 construït","2991.9"
2020,1,9,"Sant Andreu",61,"la Sagrera","Usat. Euros/m2 construït","3263.3"
2020,1,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Euros/m2 construït","2748.6"
2020,1,9,"Sant Andreu",63,"Navas","Usat. Euros/m2 construït","4333.2"
2020,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Euros/m2 construït","4378.9"
2020,1,10,"Sant Martí",65,"el Clot","Usat. Euros/m2 construït","4524.0"
2020,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Euros/m2 construït","4844.2"
2020,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Euros/m2 construït","4703.4"
2020,1,10,"Sant Martí",68,"el Poblenou","Usat. Euros/m2 construït","4604.7"
2020,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Euros/m2 construït","7880.6"
2020,1,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Euros/m2 construït","2886.3"
2020,1,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Euros/m2 construït","5093.1"
2020,1,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Euros/m2 construït","3540.9"
2020,1,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Euros/m2 construït","2403.7"
2020,2,1,"Ciutat Vella",1,"el Raval","Total. Milers d'euros","218.4"
2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Milers d'euros","413.9"
2020,2,1,"Ciutat Vella",3,"la Barceloneta","Total. Milers d'euros","250.3"
2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Milers d'euros","382.6"
2020,2,2,"Eixample",5,"el Fort Pienc","Total. Milers d'euros","319.9"
2020,2,2,"Eixample",6,"la Sagrada Família","Total. Milers d'euros","288.8"
2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Total. Milers d'euros","658.0"
2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Milers d'euros","472.3"
2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Milers d'euros","403.0"
2020,2,2,"Eixample",10,"Sant Antoni","Total. Milers d'euros","371.2"
2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Milers d'euros","221.4"
2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Milers d'euros","235.2"
2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Milers d'euros","221.9"
2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Milers d'euros","238.5"
2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Milers d'euros","251.2"
2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Total. Milers d'euros","316.9"
2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Milers d'euros","229.8"
2020,2,3,"Sants-Montjuïc",18,"Sants","Total. Milers d'euros","295.5"
2020,2,4,"Les Corts",19,"les Corts","Total. Milers d'euros","440.0"
2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Milers d'euros","377.3"
2020,2,4,"Les Corts",21,"Pedralbes","Total. Milers d'euros","1324.0"
2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Milers d'euros","402.8"
2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Milers d'euros","810.3"
2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Milers d'euros","940.5"
2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Milers d'euros","654.5"
2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Milers d'euros","786.3"
2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Milers d'euros","454.1"
2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Milers d'euros","319.9"
2020,2,6,"Gràcia",29,"el Coll","Total. Milers d'euros","287.5"
2020,2,6,"Gràcia",30,"la Salut","Total. Milers d'euros","370.3"
2020,2,6,"Gràcia",31,"la Vila de Gràcia","Total. Milers d'euros","320.8"
2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Milers d'euros","362.9"
2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Milers d'euros","259.0"
2020,2,7,"Horta-Guinardó",34,"Can Baró","Total. Milers d'euros","199.8"
2020,2,7,"Horta-Guinardó",35,"el Guinardó","Total. Milers d'euros","222.2"
2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Milers d'euros","309.0"
2020,2,7,"Horta-Guinardó",37,"el Carmel","Total. Milers d'euros","165.6"
2020,2,7,"Horta-Guinardó",38,"la Teixonera","Total. Milers d'euros","177.8"
2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Milers d'euros","145.9"
2020,2,7,"Horta-Guinardó",40,"Montbau","Total. Milers d'euros","155.0"
2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",42,"la Clota","Total. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",43,"Horta","Total. Milers d'euros","288.4"
2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Milers d'euros","221.8"
2020,2,8,"Nou Barris",45,"Porta","Total. Milers d'euros","170.0"
2020,2,8,"Nou Barris",46,"el Turó de la Peira","Total. Milers d'euros","156.2"
2020,2,8,"Nou Barris",47,"Can Peguera","Total. Milers d'euros","N/A"
2020,2,8,"Nou Barris",48,"la Guineueta","Total. Milers d'euros","212.4"
2020,2,8,"Nou Barris",49,"Canyelles","Total. Milers d'euros","165.0"
2020,2,8,"Nou Barris",50,"les Roquetes","Total. Milers d'euros","138.9"
2020,2,8,"Nou Barris",51,"Verdun","Total. Milers d'euros","175.0"
2020,2,8,"Nou Barris",52,"la Prosperitat","Total. Milers d'euros","165.1"
2020,2,8,"Nou Barris",53,"la Trinitat Nova","Total. Milers d'euros","105.6"
2020,2,8,"Nou Barris",54,"Torre Baró","Total. Milers d'euros","N/A"
2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Total. Milers d'euros","75.8"
2020,2,8,"Nou Barris",56,"Vallbona","Total. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Total. Milers d'euros","79.2"
2020,2,9,"Sant Andreu",58,"Baró de Viver","Total. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",59,"el Bon Pastor","Total. Milers d'euros","186.1"
2020,2,9,"Sant Andreu",60,"Sant Andreu","Total. Milers d'euros","230.9"
2020,2,9,"Sant Andreu",61,"la Sagrera","Total. Milers d'euros","227.3"
2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Milers d'euros","267.1"
2020,2,9,"Sant Andreu",63,"Navas","Total. Milers d'euros","223.7"
2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Milers d'euros","254.2"
2020,2,10,"Sant Martí",65,"el Clot","Total. Milers d'euros","265.5"
2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Milers d'euros","308.3"
2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Milers d'euros","596.9"
2020,2,10,"Sant Martí",68,"el Poblenou","Total. Milers d'euros","332.4"
2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Milers d'euros","389.7"
2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Milers d'euros","144.9"
2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Total. Milers d'euros","251.5"
2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Milers d'euros","156.9"
2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Total. Milers d'euros","173.3"
2020,2,1,"Ciutat Vella",1,"el Raval","Nou. Milers d'euros","302.9"
2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Milers d'euros","N/A"
2020,2,1,"Ciutat Vella",3,"la Barceloneta","Nou. Milers d'euros","265.3"
2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Milers d'euros","759.5"
2020,2,2,"Eixample",5,"el Fort Pienc","Nou. Milers d'euros","N/A"
2020,2,2,"Eixample",6,"la Sagrada Família","Nou. Milers d'euros","N/A"
2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Milers d'euros","N/A"
2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Milers d'euros","473.3"
2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Milers d'euros","501.1"
2020,2,2,"Eixample",10,"Sant Antoni","Nou. Milers d'euros","N/A"
2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Milers d'euros","N/A"
2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros","N/A"
2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros","N/A"
2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros","N/A"
2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros","146.8"
2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros","N/A"
2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros","271.4"
2020,2,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros","460.0"
2020,2,4,"Les Corts",19,"les Corts","Nou. Milers d'euros","605.6"
2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros","377.3"
2020,2,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros","N/A"
2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros","N/A"
2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros","1483.0"
2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros","N/A"
2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros","420.0"
2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros","377.6"
2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros","661.0"
2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros","N/A"
2020,2,6,"Gràcia",29,"el Coll","Nou. Milers d'euros","328.4"
2020,2,6,"Gràcia",30,"la Salut","Nou. Milers d'euros","N/A"
2020,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros","N/A"
2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros","793.3"
2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros","139.3"
2020,2,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros","178.3"
2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros","324.5"
2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",45,"Porta","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros","N/A"
2020,2,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros","342.6"
2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros","457.5"
2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros","205.0"
2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros","N/A"
2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros","N/A"
2020,2,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros","212.3"
2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros","421.5"
2020,2,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros","247.3"
2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros","330.6"
